node_id,shape_id,x,y,radius
132,12,1001,365,23.769728648009426
133,12,1002,375,24.73863375370596
134,12,1004,385,25.317977802344327
135,12,1004,395,23.769728648009426
136,12,1004,405,20.615528128088304
137,12,1004,415,20.0
138,12,1004,425,20.0
139,12,1004,435,20.0
140,12,1004,445,20.0
141,12,1006,455,23.08679276123039
142,12,1009,465,22.090722034374522
143,12,1012,475,21.37755832643195
144,12,1015,485,20.024984394500787
145,12,1017,495,19.924858845171276
146,12,1019,505,19.924858845171276
147,12,1022,515,18.973665961010276
148,12,1025,525,17.72004514666935
149,12,1028,535,17.46424919657298
150,12,1032,545,16.278820596099706
151,12,1034,555,15.811388300841896
152,12,1037,565,16.1245154965971
153,12,1040,575,14.866068747318506
154,12,1045,585,13.892443989449804
155,12,1052,595,12.727922061357855
156,12,1059,605,10.0
