Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(21,121)",5,"(43,121)",22.00000,C,"(1,147)",32.80244
5,"(43,121)",9,"(128,140)",87.09765,null,null,null
5,"(43,121)",8,"(126,162)",92.57429,null,null,null
8,"(126,162)",10,"(128,156)",6.32456,T,"(148,169)",23.08679
9,"(128,140)",10,"(128,156)",16.00000,U,"(155,117)",35.46830
12,"(229,552)",15,"(251,580)",35.60899,\,"(222,553)",7.07107
13,"(244,177)",14,"(247,178)",3.16228,[,"(211,174)",33.13608
14,"(247,178)",18,"(337,143)",96.56604,null,null,null
16,"(257,57)",17,"(326,59)",69.02898,null,null,null
17,"(326,59)",18,"(337,143)",84.71718,null,null,null
19,"(407,435)",22,"(425,465)",34.98571,g,"(381,439)",26.30589
20,"(414,308)",23,"(471,214)",109.93180,h,"(410,307)",4.12311
21,"(418,536)",22,"(425,465)",71.34424,d,"(358,643)",122.67437
21,"(418,536)",24,"(506,578)",97.50897,d,"(358,643)",122.67437
22,"(425,465)",25,"(508,429)",90.47099,null,null,null
24,"(506,578)",26,"(543,520)",68.79680,null,null,null
24,"(506,578)",27,"(550,663)",95.71311,null,null,null
25,"(508,429)",26,"(543,520)",97.49872,p,"(520,359)",71.02112
26,"(543,520)",28,"(573,520)",30.00000,null,null,null
29,"(654,368)",30,"(654,371)",3.00000,null,null,null
29,"(654,368)",32,"(691,338)",47.63402,null,null,null
29,"(654,368)",37,"(752,371)",98.04591,null,null,null
30,"(654,371)",32,"(691,338)",49.57822,null,null,null
31,"(668,587)",36,"(727,645)",82.73452,x,"(662,588)",6.08276
31,"(668,587)",38,"(757,629)",98.41240,x,"(662,588)",6.08276
32,"(691,338)",37,"(752,371)",69.35416,null,null,null
32,"(691,338)",34,"(708,274)",66.21933,null,null,null
33,"(703,186)",34,"(708,274)",88.14193,y,"(670,80)",111.01802
35,"(716,474)",39,"(779,474)",63.00000,null,null,null
35,"(716,474)",43,"(797,446)",85.70298,null,null,null
36,"(727,645)",38,"(757,629)",34.00000,null,null,null
37,"(752,371)",43,"(797,446)",87.46428,null,null,null
39,"(779,474)",43,"(797,446)",33.28663,null,null,null
39,"(779,474)",41,"(790,517)",44.38468,null,null,null
40,"(781,934)",42,"(793,846)",88.81441,q,"(547,938)",234.03419
41,"(790,517)",43,"(797,446)",71.34424,~,"(817,509)",28.16026
42,"(793,846)",44,"(856,834)",64.13267,null,null,null
45,"(863,650)",47,"(879,564)",87.47571,null,null,null
1,"(9,285)",null,null,null,A,"(0,313)",29.41088
3,"(27,429)",null,null,null,B,"(0,485)",62.16912
4,"(32,1102)",null,null,null,F,"(1,1007)",99.92998
6,"(56,13)",null,null,null,H,"(5,7)",51.35173
7,"(79,273)",null,null,null,N,"(62,276)",17.26268
11,"(188,999)",null,null,null,V,"(156,789)",212.42410
15,"(251,580)",null,null,null,R,"(125,769)",227.14973
23,"(471,214)",null,null,null,r,"(557,1)",229.70633
27,"(550,663)",null,null,null,l,"(430,758)",153.05228
28,"(573,520)",null,null,null,v,"(599,551)",40.45986
43,"(797,446)",null,null,null,},"(816,448)",19.10497
44,"(856,834)",null,null,null,,"(901,867)",55.80323
46,"(878,203)",null,null,null,,"(859,159)",47.92703
47,"(879,564)",null,null,null,,"(861,562)",18.11077
48,"(887,56)",null,null,null,,"(901,1)",56.75385
