Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
8,"(827,819)",9,"(851,884)",69.28925,f,"(667,880)",171.23376
1,"(26,305)",null,null,null,A,"(0,28)",278.21754
2,"(31,461)",null,null,null,B,"(0,407)",62.26556
3,"(258,920)",null,null,null,F,"(2,951)",257.87012
4,"(569,478)",null,null,null,],"(459,625)",183.60011
5,"(708,321)",null,null,null,i,"(697,344)",25.49510
6,"(731,85)",null,null,null,\,"(443,0)",300.28153
7,"(785,698)",null,null,null,n,"(824,628)",80.13114
9,"(851,884)",null,null,null,c,"(567,1043)",325.47965
10,"(870,530)",null,null,null,q,"(864,555)",25.70992
11,"(888,355)",null,null,null,r,"(901,325)",32.69557
