Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(58,1094)",3,"(120,1036)",84.89994,A,"(2,1061)",65.00000
2,"(69,222)",4,"(130,165)",83.48653,B,"(4,239)",67.18631
6,"(159,487)",7,"(208,447)",63.25346,D,"(37,422)",138.23531
12,"(536,435)",14,"(575,435)",39.00000,e,"(526,463)",29.73214
15,"(676,272)",17,"(684,324)",52.61179,n,"(631,266)",45.39824
15,"(676,272)",19,"(694,205)",69.37579,n,"(631,266)",45.39824
17,"(684,324)",20,"(739,331)",55.44367,o,"(662,344)",29.73214
20,"(739,331)",21,"(790,262)",85.80210,|,"(901,435)",192.50974
3,"(120,1036)",null,null,null,H,"(125,999)",37.33631
4,"(130,165)",null,null,null,C,"(33,39)",159.01258
5,"(148,318)",null,null,null,M,"(166,353)",39.35734
7,"(208,447)",null,null,null,P,"(218,452)",11.18034
8,"(242,36)",null,null,null,Q,"(241,12)",24.02082
9,"(324,491)",null,null,null,R,"(265,774)",289.08476
10,"(355,41)",null,null,null,Y,"(361,4)",37.48333
11,"(481,239)",null,null,null,U,"(328,224)",153.73354
13,"(568,16)",null,null,null,h,"(545,76)",64.25730
14,"(575,435)",null,null,null,m,"(597,398)",43.04649
18,"(684,799)",null,null,null,Z,"(374,810)",310.19510
19,"(694,205)",null,null,null,p,"(683,149)",57.07013
21,"(790,262)",null,null,null,x,"(893,348)",134.18271
22,"(874,74)",null,null,null,y,"(900,30)",51.10773
23,"(881,649)",null,null,null,t,"(865,548)",102.25947
