Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
3,"(98,485)",6,"(125,419)",71.30919,null,null,null
4,"(100,37)",5,"(100,86)",49.00000,F,"(21,35)",79.02531
4,"(100,37)",11,"(198,27)",98.50888,F,"(21,35)",79.02531
5,"(100,86)",7,"(139,125)",55.15433,K,"(68,104)",36.71512
7,"(139,125)",12,"(202,69)",84.29116,null,null,null
7,"(139,125)",14,"(226,213)",123.74571,null,null,null
8,"(145,594)",10,"(157,595)",12.04159,A,"(0,629)",149.16434
9,"(148,266)",13,"(226,225)",88.11924,Q,"(111,231)",50.93133
9,"(148,266)",14,"(226,213)",94.30270,Q,"(111,231)",50.93133
11,"(198,27)",12,"(202,69)",42.19005,R,"(208,21)",11.66190
13,"(226,225)",14,"(226,213)",12.00000,null,null,null
13,"(226,225)",18,"(291,306)",103.85567,null,null,null
14,"(226,213)",15,"(251,188)",35.35534,null,null,null
15,"(251,188)",22,"(337,138)",99.47864,null,null,null
16,"(288,333)",18,"(291,306)",27.16616,null,null,null
17,"(289,837)",20,"(328,845)",39.81206,S,"(235,872)",64.35060
17,"(289,837)",21,"(332,898)",74.63243,S,"(235,872)",64.35060
18,"(291,306)",24,"(360,277)",74.84651,null,null,null
19,"(323,1028)",27,"(407,1046)",85.90693,T,"(271,1111)",97.94386
20,"(328,845)",21,"(332,898)",53.15073,null,null,null
23,"(340,550)",25,"(388,564)",50.00000,null,null,null
25,"(388,564)",29,"(461,594)",78.92401,Z,"(457,490)",101.17806
26,"(392,748)",28,"(439,748)",47.00000,null,null,null
29,"(461,594)",30,"(489,596)",28.07134,null,null,null
29,"(461,594)",31,"(494,608)",35.84690,null,null,null
30,"(489,596)",31,"(494,608)",13.00000,null,null,null
31,"(494,608)",35,"(574,642)",86.92526,null,null,null
32,"(496,245)",33,"(523,244)",27.01851,null,null,null
32,"(496,245)",34,"(566,170)",102.59142,null,null,null
33,"(523,244)",34,"(566,170)",85.58621,null,null,null
34,"(566,170)",36,"(631,166)",65.12296,[,"(480,155)",87.29834
35,"(574,642)",37,"(659,584)",102.90287,^,"(610,687)",57.62812
35,"(574,642)",39,"(663,571)",113.85078,^,"(610,687)",57.62812
36,"(631,166)",38,"(660,185)",34.66987,],"(608,123)",48.76474
37,"(659,584)",39,"(663,571)",13.60147,e,"(690,649)",72.01389
38,"(660,185)",40,"(712,184)",52.00961,null,null,null
41,"(719,900)",42,"(719,918)",18.00000,a,"(655,884)",65.96969
41,"(719,900)",44,"(797,840)",98.40732,a,"(655,884)",65.96969
45,"(840,1089)",50,"(889,1096)",49.49747,null,null,null
45,"(840,1089)",46,"(851,1023)",66.91039,null,null,null
46,"(851,1023)",48,"(885,1020)",34.13210,j,"(801,989)",60.46487
1,"(31,1070)",null,null,null,D,"(1,1031)",49.20366
2,"(82,1122)",null,null,null,M,"(77,1125)",5.83095
21,"(332,898)",null,null,null,V,"(405,934)",81.39410
22,"(337,138)",null,null,null,U,"(348,115)",25.49510
27,"(407,1046)",null,null,null,W,"(421,1127)",82.20097
28,"(439,748)",null,null,null,Y,"(446,827)",79.30952
40,"(712,184)",null,null,null,f,"(730,146)",42.04759
42,"(719,918)",null,null,null,_,"(622,1002)",128.31602
43,"(761,40)",null,null,null,c,"(685,22)",78.10250
44,"(797,840)",null,null,null,i,"(791,804)",36.49658
47,"(862,582)",null,null,null,q,"(899,625)",56.72742
48,"(885,1020)",null,null,null,r,"(899,998)",26.07681
49,"(886,214)",null,null,null,o,"(899,198)",20.61553
50,"(889,1096)",null,null,null,s,"(899,1125)",30.67572
51,"(890,923)",null,null,null,y,"(901,907)",19.41649
52,"(894,846)",null,null,null,l,"(854,814)",51.22499
