Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
7,"(732,511)",8,"(797,572)",89.14034,d,"(626,413)",144.36066
1,"(54,976)",null,null,null,A,"(0,793)",190.80094
2,"(82,1099)",null,null,null,H,"(131,1125)",55.47071
3,"(469,128)",null,null,null,C,"(2,393)",536.94879
4,"(518,572)",null,null,null,F,"(78,432)",461.73586
5,"(541,1115)",null,null,null,R,"(333,1051)",217.62353
6,"(604,106)",null,null,null,_,"(550,102)",54.14795
8,"(797,572)",null,null,null,h,"(773,619)",52.77310
9,"(879,89)",null,null,null,m,"(898,62)",33.01515
10,"(880,720)",null,null,null,j,"(797,883)",182.91528
