Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
3,"(25,150)",4,"(121,187)",102.88343,C,"(2,181)",38.60052
4,"(121,187)",7,"(218,169)",98.65597,O,"(122,206)",19.02630
6,"(180,1115)",9,"(228,1057)",75.28612,E,"(17,1106)",163.24828
11,"(266,703)",12,"(314,712)",48.83646,J,"(78,734)",190.53871
17,"(567,196)",20,"(624,156)",69.63476,p,"(535,262)",73.34848
18,"(593,536)",19,"(612,567)",36.35932,n,"(507,597)",105.43719
19,"(612,567)",27,"(706,542)",97.26767,q,"(535,715)",166.83225
20,"(624,156)",25,"(678,164)",54.58938,u,"(592,1)",158.26876
21,"(638,341)",22,"(662,411)",74.00000,t,"(568,351)",70.71068
22,"(662,411)",24,"(673,451)",41.48494,y,"(649,416)",13.92839
23,"(673,466)",24,"(673,451)",15.00000,null,null,null
23,"(673,466)",27,"(706,542)",82.85530,null,null,null
25,"(678,164)",26,"(693,233)",70.61161,null,null,null
27,"(706,542)",29,"(747,599)",70.21396,null,null,null
27,"(706,542)",32,"(772,508)",74.24284,null,null,null
28,"(733,675)",29,"(747,599)",77.27872,x,"(633,798)",158.52129
28,"(733,675)",39,"(823,650)",93.40771,x,"(633,798)",158.52129
29,"(747,599)",36,"(810,587)",64.13267,null,null,null
30,"(763,385)",34,"(792,457)",77.62087,},"(724,384)",39.01282
30,"(763,385)",37,"(812,321)",80.60397,},"(724,384)",39.01282
31,"(765,65)",35,"(808,34)",53.00943,null,null,null
32,"(772,508)",38,"(819,534)",53.71220,null,null,null
32,"(772,508)",34,"(792,457)",54.78138,null,null,null
33,"(786,882)",40,"(857,845)",80.06248,r,"(545,972)",257.25668
34,"(792,457)",41,"(860,452)",68.18358,null,null,null
35,"(808,34)",43,"(870,57)",66.12866,,"(832,2)",40.00000
36,"(810,587)",38,"(819,534)",53.75872,null,null,null
36,"(810,587)",39,"(823,650)",64.32729,null,null,null
37,"(812,321)",44,"(875,273)",79.20227,,"(888,356)",83.67198
38,"(819,534)",42,"(864,475)",74.20243,null,null,null
38,"(819,534)",41,"(860,452)",91.67879,null,null,null
41,"(860,452)",42,"(864,475)",23.34524,,"(898,385)",77.02597
1,"(21,37)",null,null,null,A,"(1,13)",31.24100
2,"(25,439)",null,null,null,B,"(1,409)",38.41875
5,"(159,522)",null,null,null,I,"(75,654)",156.46086
7,"(218,169)",null,null,null,Z,"(261,254)",95.25755
8,"(223,37)",null,null,null,S,"(163,1)",69.97142
9,"(228,1057)",null,null,null,D,"(7,894)",274.60881
10,"(246,599)",null,null,null,W,"(239,594)",8.60233
12,"(314,712)",null,null,null,h,"(432,851)",182.33211
13,"(397,56)",null,null,null,a,"(393,117)",61.13101
14,"(406,543)",null,null,null,`,"(379,569)",37.48333
15,"(461,224)",null,null,null,c,"(399,316)",110.94143
16,"(497,429)",null,null,null,e,"(405,379)",104.70912
24,"(673,451)",null,null,null,{,"(686,442)",15.81139
26,"(693,233)",null,null,null,|,"(704,235)",11.18034
39,"(823,650)",null,null,null,,"(860,622)",46.40043
40,"(857,845)",null,null,null,,"(866,809)",37.10795
42,"(864,475)",null,null,null,,"(883,474)",19.02630
43,"(870,57)",null,null,null,,"(888,2)",57.87055
44,"(875,273)",null,null,null,,"(875,337)",64.00000
45,"(892,539)",null,null,null,,"(878,542)",14.31782
