Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(5,101)",3,"(86,80)",83.67795,A,"(0,208)",107.11676
3,"(86,80)",4,"(119,88)",33.95585,M,"(55,2)",83.93450
5,"(185,744)",7,"(198,808)",65.30697,S,"(146,536)",211.62467
7,"(198,808)",9,"(268,797)",70.85901,null,null,null
12,"(572,652)",14,"(635,617)",72.06941,`,"(349,519)",259.64976
15,"(699,882)",23,"(751,882)",52.00000,null,null,null
16,"(705,460)",21,"(739,473)",36.40055,f,"(460,345)",270.64737
16,"(705,460)",24,"(751,535)",87.98295,f,"(460,345)",270.64737
17,"(711,25)",28,"(805,54)",98.37174,u,"(703,57)",32.98485
18,"(713,177)",25,"(784,174)",71.06335,m,"(548,252)",181.24569
19,"(735,665)",26,"(796,689)",65.55151,null,null,null
20,"(736,357)",22,"(745,356)",9.05539,w,"(722,346)",17.80449
21,"(739,473)",24,"(751,535)",63.15061,z,"(761,447)",34.05877
22,"(745,356)",27,"(805,383)",65.79514,null,null,null
22,"(745,356)",30,"(812,262)",115.43396,null,null,null
24,"(751,535)",34,"(848,524)",97.62172,y,"(750,536)",1.41421
25,"(784,174)",29,"(805,191)",27.01851,null,null,null
26,"(796,689)",32,"(846,654)",61.03278,null,null,null
27,"(805,383)",37,"(870,366)",67.18631,null,null,null
27,"(805,383)",33,"(848,469)",96.15092,null,null,null
28,"(805,54)",39,"(883,63)",78.51751,null,null,null
29,"(805,191)",30,"(812,262)",71.34424,null,null,null
29,"(805,191)",38,"(880,177)",76.29548,null,null,null
32,"(846,654)",36,"(861,655)",15.03330,null,null,null
33,"(848,469)",34,"(848,524)",55.00000,null,null,null
33,"(848,469)",35,"(859,548)",79.76215,null,null,null
34,"(848,524)",35,"(859,548)",26.40076,null,null,null
2,"(15,737)",null,null,null,D,"(1,780)",45.22168
4,"(119,88)",null,null,null,R,"(129,164)",76.65507
6,"(190,310)",null,null,null,Q,"(114,489)",194.46594
8,"(233,1082)",null,null,null,E,"(1,995)",247.77611
9,"(268,797)",null,null,null,],"(251,757)",43.46263
10,"(376,51)",null,null,null,_,"(330,178)",135.07405
11,"(558,18)",null,null,null,i,"(501,0)",59.77458
13,"(575,946)",null,null,null,g,"(465,1006)",125.29964
23,"(751,882)",null,null,null,{,"(770,856)",32.20248
31,"(834,1067)",null,null,null,v,"(712,1126)",135.51753
36,"(861,655)",null,null,null,~,"(870,734)",79.51101
38,"(880,177)",null,null,null,,"(899,242)",67.72001
39,"(883,63)",null,null,null,,"(901,42)",27.65863
