Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(29,639)",2,"(29,737)",98.00000,B,"(1,387)",253.55078
7,"(473,128)",9,"(561,87)",97.08244,R,"(292,290)",242.90945
8,"(542,16)",9,"(561,87)",73.49830,c,"(512,1)",33.54102
9,"(561,87)",11,"(620,90)",59.07622,null,null,null
2,"(29,737)",null,null,null,A,"(0,789)",59.53990
3,"(77,1099)",null,null,null,C,"(1,1059)",85.88364
4,"(82,16)",null,null,null,F,"(55,2)",30.41381
5,"(327,579)",null,null,null,L,"(149,403)",250.31980
6,"(398,868)",null,null,null,N,"(209,827)",193.39597
10,"(615,769)",null,null,null,g,"(566,774)",49.25444
12,"(636,501)",null,null,null,a,"(464,432)",185.32404
13,"(670,891)",null,null,null,f,"(560,1077)",216.09257
14,"(680,321)",null,null,null,d,"(520,348)",162.26213
15,"(885,72)",null,null,null,w,"(859,0)",76.55064
