Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(55,428)",8,"(92,381)",59.81639,null,null,null
3,"(65,43)",4,"(65,115)",72.00000,G,"(4,6)",71.34424
5,"(67,638)",6,"(67,665)",27.00000,null,null,null
7,"(92,301)",8,"(92,381)",80.00000,M,"(57,280)",40.81666
8,"(92,381)",12,"(175,422)",92.57429,null,null,null
10,"(169,505)",12,"(175,422)",83.21658,null,null,null
10,"(169,505)",11,"(173,594)",89.08984,null,null,null
14,"(307,874)",15,"(342,933)",68.60029,null,null,null
15,"(342,933)",17,"(392,894)",63.41136,null,null,null
15,"(342,933)",16,"(345,986)",53.08484,null,null,null
16,"(345,986)",19,"(427,1053)",105.89145,null,null,null
18,"(427,1061)",19,"(427,1053)",8.00000,U,"(507,1115)",96.51943
20,"(454,107)",23,"(488,95)",36.05551,null,null,null
24,"(643,98)",25,"(663,83)",25.00000,null,null,null
24,"(643,98)",26,"(664,44)",57.93962,null,null,null
25,"(663,83)",26,"(664,44)",39.01282,Z,"(698,109)",43.60046
27,"(697,981)",31,"(760,1013)",70.66116,W,"(674,1009)",36.23534
28,"(706,232)",30,"(716,232)",10.00000,null,null,null
29,"(710,1096)",31,"(760,1013)",96.89685,Y,"(686,1092)",24.33105
33,"(826,441)",34,"(842,441)",16.00000,`,"(784,395)",62.28965
33,"(826,441)",37,"(856,512)",77.07788,`,"(784,395)",62.28965
34,"(842,441)",37,"(856,512)",72.36712,h,"(901,376)",87.78383
35,"(848,923)",36,"(849,990)",67.00746,_,"(760,874)",100.72239
1,"(17,1104)",null,null,null,A,"(0,1013)",92.57429
4,"(65,115)",null,null,null,H,"(10,112)",55.08176
6,"(67,665)",null,null,null,B,"(1,753)",110.00000
11,"(173,594)",null,null,null,P,"(312,552)",145.20675
12,"(175,422)",null,null,null,N,"(220,382)",60.20797
13,"(295,1089)",null,null,null,O,"(265,1094)",30.41381
17,"(392,894)",null,null,null,R,"(431,931)",53.75872
19,"(427,1053)",null,null,null,S,"(490,979)",97.18539
22,"(471,215)",null,null,null,Q,"(333,320)",173.40415
23,"(488,95)",null,null,null,T,"(491,18)",77.05842
26,"(664,44)",null,null,null,V,"(607,10)",66.37017
30,"(716,232)",null,null,null,\,"(742,316)",87.93179
32,"(796,638)",null,null,null,a,"(799,639)",3.16228
36,"(849,990)",null,null,null,c,"(823,1002)",28.63564
37,"(856,512)",null,null,null,e,"(900,562)",66.60330
