Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(17,843)",4,"(65,860)",50.92151,B,"(1,872)",33.12099
4,"(65,860)",5,"(93,801)",65.30697,M,"(70,867)",8.60233
9,"(310,88)",11,"(350,55)",51.85557,J,"(33,1)",290.34118
12,"(427,66)",13,"(435,90)",25.29822,null,null,null
12,"(427,66)",15,"(469,26)",58.00000,null,null,null
14,"(465,9)",15,"(469,26)",17.46425,g,"(430,1)",35.90265
16,"(552,834)",18,"(575,856)",31.82766,h,"(430,838)",122.06556
17,"(556,1065)",19,"(578,1006)",62.96825,q,"(492,1125)",87.72685
24,"(691,411)",25,"(692,448)",37.01351,null,null,null
25,"(692,448)",31,"(773,495)",93.64828,null,null,null
27,"(704,260)",28,"(741,289)",47.01064,,"(692,262)",12.16553
27,"(704,260)",32,"(790,264)",86.09297,,"(692,262)",12.16553
28,"(741,289)",32,"(790,264)",55.00909,null,null,null
29,"(758,781)",30,"(767,817)",37.10795,null,null,null
29,"(758,781)",34,"(829,816)",79.15807,null,null,null
30,"(767,817)",34,"(829,816)",62.00806,null,null,null
30,"(767,817)",36,"(845,784)",84.69357,null,null,null
32,"(790,264)",39,"(849,240)",63.69458,null,null,null
33,"(805,1012)",40,"(851,1078)",80.44874,,"(712,1003)",93.43447
34,"(829,816)",36,"(845,784)",35.77709,null,null,null
34,"(829,816)",41,"(857,895)",83.81527,null,null,null
35,"(832,745)",36,"(845,784)",41.10961,,"(815,698)",49.98000
37,"(847,98)",42,"(874,119)",34.20526,,"(827,102)",20.39608
38,"(849,195)",39,"(849,240)",45.00000,null,null,null
38,"(849,195)",42,"(874,119)",80.00625,null,null,null
1,"(15,758)",null,null,null,A,"(1,367)",391.25056
3,"(25,994)",null,null,null,H,"(19,995)",6.08276
5,"(93,801)",null,null,null,P,"(91,795)",6.32456
6,"(117,1112)",null,null,null,D,"(4,1123)",113.53414
7,"(126,885)",null,null,null,Q,"(102,894)",25.63201
8,"(129,1013)",null,null,null,Y,"(136,1064)",51.47815
10,"(349,8)",null,null,null,`,"(322,1)",27.89265
11,"(350,55)",null,null,null,a,"(350,51)",4.00000
13,"(435,90)",null,null,null,i,"(431,127)",37.21559
18,"(575,856)",null,null,null,u,"(569,866)",11.66190
19,"(578,1006)",null,null,null,e,"(407,955)",178.44327
20,"(586,430)",null,null,null,n,"(466,398)",124.19340
21,"(624,7)",null,null,null,x,"(588,1)",36.49658
22,"(631,45)",null,null,null,v,"(570,58)",62.36986
23,"(651,786)",null,null,null,,"(684,884)",103.40696
26,"(697,1107)",null,null,null,,"(651,1127)",50.15974
31,"(773,495)",null,null,null,,"(783,563)",68.73136
36,"(845,784)",null,null,null,,"(900,747)",66.28725
39,"(849,240)",null,null,null,,"(875,251)",28.23119
40,"(851,1078)",null,null,null,,"(845,1109)",31.57531
41,"(857,895)",null,null,null,,"(902,865)",54.08327
