Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(69,248)",2,"(123,176)",90.00000,C,"(14,247)",55.00909
2,"(123,176)",3,"(142,127)",52.55473,null,null,null
2,"(123,176)",6,"(207,241)",106.21205,null,null,null
4,"(148,496)",5,"(205,458)",68.50547,A,"(1,1059)",581.87456
11,"(520,432)",13,"(583,428)",63.12686,`,"(505,416)",21.93171
14,"(671,281)",15,"(672,301)",20.02498,j,"(629,272)",42.95346
17,"(683,788)",18,"(687,800)",12.64911,^,"(453,840)",235.80500
3,"(142,127)",null,null,null,B,"(8,48)",155.55385
5,"(205,458)",null,null,null,L,"(180,382)",80.00625
6,"(207,241)",null,null,null,J,"(159,349)",118.18629
7,"(246,45)",null,null,null,P,"(242,7)",38.20995
8,"(318,491)",null,null,null,Q,"(244,789)",307.05048
9,"(357,45)",null,null,null,X,"(364,6)",39.62323
10,"(474,231)",null,null,null,],"(445,245)",32.20248
12,"(573,15)",null,null,null,b,"(514,110)",111.83023
13,"(583,428)",null,null,null,i,"(613,384)",53.25411
15,"(672,301)",null,null,null,k,"(636,358)",67.41662
16,"(674,622)",null,null,null,u,"(863,550)",202.24985
18,"(687,800)",null,null,null,R,"(252,1113)",535.90484
19,"(790,260)",null,null,null,q,"(783,243)",18.38478
