Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
3,"(187,808)",5,"(200,901)",93.90421,R,"(169,803)",18.68154
4,"(199,251)",7,"(262,331)",101.82829,A,"(0,123)",236.61150
5,"(200,901)",6,"(256,932)",64.00781,null,null,null
6,"(256,932)",8,"(349,902)",97.71898,null,null,null
10,"(370,513)",12,"(429,438)",95.42536,Z,"(376,528)",16.15549
11,"(391,352)",14,"(469,374)",81.04320,null,null,null
11,"(391,352)",12,"(429,438)",94.02127,null,null,null
12,"(429,438)",14,"(469,374)",75.47185,a,"(494,522)",106.21205
15,"(489,657)",16,"(489,679)",22.00000,^,"(446,635)",48.30114
15,"(489,657)",18,"(560,695)",80.52950,^,"(446,635)",48.30114
16,"(489,679)",18,"(560,695)",72.78049,null,null,null
20,"(644,365)",24,"(660,338)",31.38471,f,"(573,380)",72.56721
21,"(647,489)",22,"(649,480)",9.21954,i,"(623,496)",25.00000
23,"(651,294)",24,"(660,338)",44.91102,b,"(516,191)",169.80577
25,"(745,579)",30,"(812,648)",96.17692,null,null,null
27,"(798,178)",31,"(825,201)",35.46830,},"(819,125)",57.00877
27,"(798,178)",37,"(882,194)",85.51023,},"(819,125)",57.00877
28,"(801,695)",30,"(812,648)",48.27007,u,"(722,719)",82.56513
28,"(801,695)",35,"(864,753)",85.63294,u,"(722,719)",82.56513
30,"(812,648)",38,"(888,633)",77.46612,null,null,null
31,"(825,201)",37,"(882,194)",57.42822,null,null,null
32,"(845,55)",39,"(896,47)",51.62364,x,"(749,1)",110.14536
34,"(859,303)",36,"(880,377)",76.92204,{,"(803,317)",57.72348
1,"(15,967)",null,null,null,B,"(1,1002)",37.69615
2,"(72,798)",null,null,null,F,"(40,745)",61.91123
7,"(262,331)",null,null,null,L,"(82,486)",237.53947
8,"(349,902)",null,null,null,U,"(353,853)",49.16299
9,"(356,798)",null,null,null,T,"(298,762)",68.26419
13,"(431,781)",null,null,null,[,"(402,789)",30.08322
14,"(469,374)",null,null,null,`,"(492,361)",26.41969
17,"(505,1051)",null,null,null,_,"(475,1034)",34.48188
18,"(560,695)",null,null,null,d,"(562,700)",5.38516
19,"(578,24)",null,null,null,h,"(620,0)",48.37355
22,"(649,480)",null,null,null,l,"(646,424)",56.08030
24,"(660,338)",null,null,null,v,"(742,335)",82.05486
26,"(753,472)",null,null,null,t,"(708,467)",45.27693
29,"(803,899)",null,null,null,n,"(665,963)",152.11837
33,"(855,1065)",null,null,null,,"(897,1122)",70.80254
36,"(880,377)",null,null,null,~,"(819,406)",67.54258
37,"(882,194)",null,null,null,,"(901,140)",57.24509
39,"(896,47)",null,null,null,,"(899,51)",5.00000
