Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(48,118)",4,"(136,170)",102.21546,A,"(1,3)",124.23365
1,"(20,398)",null,null,null,B,"(1,422)",30.61046
3,"(66,983)",null,null,null,G,"(80,1047)",65.51336
4,"(136,170)",null,null,null,K,"(162,165)",26.47640
5,"(255,999)",null,null,null,M,"(191,849)",163.08280
6,"(469,134)",null,null,null,\,"(466,161)",27.16616
7,"(510,597)",null,null,null,S,"(237,580)",273.52879
8,"(712,406)",null,null,null,e,"(612,418)",100.71743
9,"(713,282)",null,null,null,n,"(731,279)",18.24829
10,"(717,510)",null,null,null,k,"(695,518)",23.40940
11,"(731,62)",null,null,null,f,"(620,163)",150.07332
12,"(785,1047)",null,null,null,a,"(558,1049)",227.00881
13,"(788,903)",null,null,null,d,"(599,864)",192.98186
