Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
5,"(267,321)",6,"(364,315)",97.18539,B,"(1,121)",332.80024
6,"(364,315)",10,"(408,225)",100.17984,null,null,null
13,"(500,617)",14,"(519,540)",79.30952,Y,"(458,707)",99.31767
15,"(568,182)",16,"(588,142)",44.72136,\,"(521,193)",48.27007
22,"(750,558)",24,"(779,477)",86.03488,o,"(760,576)",20.59126
23,"(779,402)",24,"(779,477)",75.00000,l,"(751,340)",68.02941
25,"(812,896)",31,"(871,833)",86.31338,null,null,null
27,"(835,220)",33,"(887,189)",60.53924,q,"(795,192)",48.82622
27,"(835,220)",28,"(846,277)",58.05170,q,"(795,192)",48.82622
29,"(848,121)",30,"(852,55)",66.12110,v,"(839,125)",9.84886
29,"(848,121)",33,"(887,189)",78.39005,v,"(839,125)",9.84886
1,"(23,948)",null,null,null,A,"(0,986)",44.41846
2,"(181,803)",null,null,null,C,"(2,731)",192.93781
3,"(261,539)",null,null,null,G,"(77,487)",191.20669
4,"(263,929)",null,null,null,L,"(247,1107)",178.71765
7,"(376,801)",null,null,null,Q,"(317,761)",71.28113
8,"(383,520)",null,null,null,U,"(379,518)",4.47214
9,"(384,44)",null,null,null,S,"(378,84)",40.44750
10,"(408,225)",null,null,null,T,"(378,168)",64.41273
12,"(497,1053)",null,null,null,Z,"(465,1035)",36.71512
17,"(599,26)",null,null,null,a,"(631,3)",39.40812
19,"(687,11)",null,null,null,d,"(670,2)",19.23538
20,"(692,788)",null,null,null,c,"(656,786)",36.05551
21,"(713,1091)",null,null,null,e,"(671,1125)",54.03702
24,"(779,477)",null,null,null,p,"(784,476)",5.09902
26,"(818,679)",null,null,null,u,"(834,644)",38.48376
28,"(846,277)",null,null,null,r,"(808,312)",51.66237
30,"(852,55)",null,null,null,w,"(854,54)",2.23607
31,"(871,833)",null,null,null,y,"(898,861)",38.89730
32,"(884,448)",null,null,null,|,"(902,538)",91.78235
33,"(887,189)",null,null,null,{,"(901,209)",24.41311
