Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(78,175)",4,"(96,196)",27.65863,E,"(4,172)",74.06079
2,"(78,175)",6,"(156,199)",81.60882,E,"(4,172)",74.06079
4,"(96,196)",6,"(156,199)",60.07495,A,"(1,330)",164.25894
4,"(96,196)",7,"(159,222)",68.15424,A,"(1,330)",164.25894
6,"(156,199)",7,"(159,222)",23.19483,U,"(143,122)",78.08969
7,"(159,222)",15,"(250,254)",96.46243,V,"(145,251)",32.20248
8,"(193,969)",10,"(221,970)",28.01785,B,"(1,832)",235.86649
8,"(193,969)",12,"(232,988)",43.38202,B,"(1,832)",235.86649
8,"(193,969)",17,"(267,992)",77.49194,B,"(1,832)",235.86649
10,"(221,970)",12,"(232,988)",21.09502,i,"(255,927)",54.81788
10,"(221,970)",17,"(267,992)",50.99020,i,"(255,927)",54.81788
11,"(225,1055)",16,"(265,1034)",45.17743,null,null,null
11,"(225,1055)",12,"(232,988)",67.36468,null,null,null
12,"(232,988)",17,"(267,992)",35.22783,null,null,null
13,"(234,17)",14,"(237,75)",58.07753,T,"(135,2)",100.12992
14,"(237,75)",19,"(309,144)",99.72462,_,"(198,76)",39.01282
15,"(250,254)",22,"(323,222)",79.70571,null,null,null
16,"(265,1034)",17,"(267,992)",42.04759,null,null,null
16,"(265,1034)",23,"(327,1076)",74.88658,null,null,null
18,"(302,525)",20,"(309,511)",15.65248,c,"(209,528)",93.04837
19,"(309,144)",22,"(323,222)",79.24645,x,"(387,84)",98.40732
20,"(309,511)",32,"(409,487)",102.83968,n,"(305,466)",45.17743
21,"(314,706)",25,"(339,758)",57.69749,],"(176,667)",143.40502
24,"(329,296)",28,"(382,268)",59.94164,null,null,null
24,"(329,296)",27,"(382,262)",62.96825,null,null,null
24,"(329,296)",29,"(387,318)",62.03225,null,null,null
26,"(380,980)",31,"(399,988)",20.61553,null,null,null
26,"(380,980)",42,"(466,984)",86.09297,null,null,null
27,"(382,262)",28,"(382,268)",6.00000,v,"(361,243)",28.31960
28,"(382,268)",29,"(387,318)",50.24938,null,null,null
