Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(38,759)",4,"(43,813)",54.23099,E,"(35,760)",3.16228
2,"(38,759)",6,"(126,729)",92.97311,E,"(35,760)",3.16228
3,"(40,122)",7,"(131,138)",92.39589,C,"(3,1)",126.53063
4,"(43,813)",5,"(95,840)",58.59181,B,"(0,832)",47.01064
5,"(95,840)",8,"(174,835)",79.15807,F,"(93,844)",4.47214
9,"(234,945)",11,"(270,966)",41.67733,null,null,null
10,"(240,1055)",11,"(270,966)",93.92018,H,"(178,1127)",95.01579
15,"(662,760)",16,"(742,703)",98.22932,K,"(532,502)",288.90137
16,"(742,703)",17,"(787,660)",62.24147,null,null,null
17,"(787,660)",18,"(859,694)",79.62412,null,null,null
1,"(21,302)",null,null,null,A,"(0,398)",98.27004
7,"(131,138)",null,null,null,G,"(110,190)",56.08030
12,"(340,285)",null,null,null,I,"(193,338)",156.26260
13,"(489,992)",null,null,null,M,"(610,1124)",179.06703
14,"(545,793)",null,null,null,J,"(457,758)",94.70480
18,"(859,694)",null,null,null,Z,"(864,693)",5.09902
19,"(877,214)",null,null,null,N,"(619,266)",263.18815
20,"(891,1108)",null,null,null,P,"(725,1047)",176.85305
