Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
4,"(134,506)",5,"(210,470)",84.09518,J,"(118,580)",75.70997
12,"(507,431)",14,"(580,416)",74.52516,c,"(483,415)",28.84441
15,"(653,295)",16,"(659,292)",6.70820,q,"(613,276)",44.28318
1,"(20,466)",null,null,null,D,"(2,485)",26.17250
2,"(56,267)",null,null,null,A,"(0,56)",218.30483
3,"(102,1062)",null,null,null,B,"(0,1058)",102.07840
5,"(210,470)",null,null,null,R,"(196,419)",52.88667
6,"(318,503)",null,null,null,Z,"(348,548)",54.08327
7,"(319,277)",null,null,null,Q,"(191,212)",143.55835
8,"(355,767)",null,null,null,N,"(144,739)",212.84971
9,"(359,46)",null,null,null,U,"(245,1)",122.56019
10,"(390,660)",null,null,null,_,"(380,629)",32.57299
11,"(469,227)",null,null,null,g,"(513,249)",49.19350
13,"(574,16)",null,null,null,f,"(505,110)",116.60617
14,"(580,416)",null,null,null,l,"(562,506)",91.78235
16,"(659,292)",null,null,null,v,"(707,306)",50.00000
17,"(685,780)",null,null,null,i,"(551,989)",248.26800
19,"(859,732)",null,null,null,|,"(818,667)",76.85050
20,"(875,300)",null,null,null,z,"(805,256)",82.68011
