Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
7,"(472,129)",9,"(560,88)",97.08244,V,"(292,289)",240.83189
8,"(541,15)",9,"(560,88)",75.43209,e,"(513,1)",31.30495
9,"(560,88)",11,"(618,90)",58.03447,null,null,null
1,"(27,743)",null,null,null,B,"(1,795)",58.13777
2,"(54,158)",null,null,null,A,"(1,384)",232.13143
3,"(79,1099)",null,null,null,C,"(1,1060)",87.20665
4,"(83,18)",null,null,null,F,"(54,2)",33.12099
5,"(327,579)",null,null,null,J,"(86,453)",271.95036
6,"(393,870)",null,null,null,P,"(205,830)",192.20822
10,"(612,770)",null,null,null,g,"(532,783)",81.04937
11,"(618,90)",null,null,null,p,"(681,258)",179.42408
12,"(633,503)",null,null,null,c,"(464,425)",186.13167
13,"(664,890)",null,null,null,i,"(559,1084)",220.59238
14,"(847,341)",null,null,null,o,"(679,327)",168.58232
15,"(886,72)",null,null,null,y,"(871,0)",73.54590
