Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
3,"(33,1065)",4,"(46,1107)",43.96590,F,"(28,905)",160.07811
9,"(618,186)",10,"(624,221)",35.51056,null,null,null
11,"(709,453)",13,"(790,445)",81.39410,P,"(505,449)",204.03921
14,"(800,147)",15,"(822,179)",38.83298,null,null,null
14,"(800,147)",17,"(831,179)",44.55334,null,null,null
15,"(822,179)",17,"(831,179)",9.00000,null,null,null
1,"(22,551)",null,null,null,A,"(1,584)",39.11521
2,"(26,113)",null,null,null,C,"(2,139)",35.38361
4,"(46,1107)",null,null,null,B,"(1,1106)",45.01111
6,"(228,575)",null,null,null,I,"(243,567)",17.00000
7,"(250,705)",null,null,null,G,"(129,786)",145.60907
8,"(343,188)",null,null,null,L,"(363,272)",86.34813
10,"(624,221)",null,null,null,Q,"(568,345)",136.05881
12,"(711,643)",null,null,null,U,"(869,627)",158.80806
13,"(790,445)",null,null,null,S,"(826,460)",39.00000
16,"(827,887)",null,null,null,X,"(900,764)",143.03147
18,"(839,1028)",null,null,null,T,"(839,1064)",36.00000
19,"(879,36)",null,null,null,V,"(883,19)",17.46425
