Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(12,122)",3,"(43,125)",31.14482,B,"(0,321)",199.36148
6,"(214,22)",7,"(228,75)",54.81788,R,"(148,1)",69.26038
6,"(214,22)",9,"(259,58)",57.62812,R,"(148,1)",69.26038
7,"(228,75)",9,"(259,58)",35.35534,U,"(163,113)",75.29276
8,"(238,540)",11,"(261,572)",39.40812,C,"(0,541)",238.00210
9,"(259,58)",13,"(332,62)",73.10951,null,null,null
10,"(262,188)",14,"(338,143)",88.32327,Z,"(220,177)",43.41659
13,"(332,62)",14,"(338,143)",81.22192,null,null,null
15,"(398,541)",17,"(425,530)",29.15476,i,"(361,663)",127.48725
15,"(398,541)",18,"(434,462)",86.81590,i,"(361,663)",127.48725
17,"(425,530)",18,"(434,462)",68.59300,null,null,null
17,"(425,530)",21,"(510,578)",97.61660,null,null,null
18,"(434,462)",22,"(512,427)",85.49269,g,"(355,453)",79.51101
19,"(478,211)",20,"(478,230)",19.00000,null,null,null
19,"(478,211)",24,"(548,197)",71.38627,null,null,null
19,"(478,211)",23,"(544,266)",85.91275,null,null,null
20,"(478,230)",23,"(544,266)",75.17978,o,"(418,327)",114.05700
21,"(510,578)",27,"(555,502)",88.32327,null,null,null
21,"(510,578)",26,"(554,664)",96.60228,null,null,null
22,"(512,427)",27,"(555,502)",86.45230,null,null,null
23,"(544,266)",24,"(548,197)",69.11584,t,"(522,329)",66.73080
27,"(555,502)",28,"(561,502)",6.00000,null,null,null
29,"(634,361)",30,"(641,394)",33.73426,null,null,null
29,"(634,361)",35,"(698,341)",67.05222,null,null,null
29,"(634,361)",32,"(675,394)",52.63079,null,null,null
30,"(641,394)",32,"(675,394)",34.00000,null,null,null
30,"(641,394)",35,"(698,341)",77.83315,null,null,null
31,"(665,160)",34,"(692,163)",27.16616,{,"(661,124)",36.22154
32,"(675,394)",35,"(698,341)",57.77543,null,null,null
32,"(675,394)",38,"(709,456)",70.71068,null,null,null
33,"(675,591)",39,"(727,646)",75.69016,z,"(641,602)",35.73514
33,"(675,591)",36,"(699,512)",82.56513,z,"(641,602)",35.73514
35,"(698,341)",37,"(704,285)",56.32051,null,null,null
36,"(699,512)",40,"(735,473)",53.07542,null,null,null
36,"(699,512)",38,"(709,456)",56.88585,null,null,null
38,"(709,456)",40,"(735,473)",31.06445,null,null,null
39,"(727,646)",41,"(762,630)",38.48376,,"(712,738)",93.21481
40,"(735,473)",44,"(797,516)",75.45197,,"(800,427)",79.63040
41,"(762,630)",47,"(860,649)",99.82485,null,null,null
42,"(781,928)",43,"(793,838)",90.79648,|,"(667,1113)",217.30393
43,"(793,838)",46,"(855,826)",63.15061,,"(723,774)",94.84725
46,"(855,826)",49,"(887,837)",33.83785,null,null,null
47,"(860,649)",48,"(871,560)",89.67720,null,null,null
2,"(34,1098)",null,null,null,E,"(1,1005)",98.68131
3,"(43,125)",null,null,null,J,"(56,153)",30.87070
4,"(63,12)",null,null,null,A,"(0,2)",63.78871
5,"(181,998)",null,null,null,H,"(17,906)",188.04255
11,"(261,572)",null,null,null,`,"(259,635)",63.03174
12,"(274,397)",null,null,null,P,"(113,373)",162.77899
16,"(420,779)",null,null,null,b,"(269,831)",159.70285
24,"(548,197)",null,null,null,u,"(547,1)",196.00255
25,"(551,899)",null,null,null,m,"(401,1057)",217.86234
26,"(554,664)",null,null,null,x,"(603,640)",54.56189
28,"(561,502)",null,null,null,w,"(596,549)",58.60034
44,"(797,516)",null,null,null,,"(802,513)",5.83095
45,"(818,283)",null,null,null,,"(815,276)",7.61577
48,"(871,560)",null,null,null,,"(848,556)",23.34524
49,"(887,837)",null,null,null,,"(902,818)",24.20744
50,"(888,204)",null,null,null,,"(855,152)",61.58734
