Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(35,743)",2,"(38,812)",69.06519,E,"(3,710)",45.96738
3,"(51,319)",5,"(59,348)",30.08322,null,null,null
4,"(52,203)",6,"(66,146)",58.69412,null,null,null
7,"(131,838)",8,"(157,820)",31.62278,N,"(97,839)",34.01470
9,"(254,890)",10,"(255,882)",8.06226,R,"(212,929)",57.31492
13,"(474,970)",15,"(483,1022)",52.77310,X,"(458,967)",16.27882
14,"(483,1066)",15,"(483,1022)",44.00000,W,"(406,1124)",96.40021
18,"(797,604)",22,"(866,663)",90.78546,_,"(742,415)",196.84004
19,"(826,1088)",21,"(837,1090)",11.18034,],"(704,1098)",122.40915
19,"(826,1088)",23,"(874,1089)",48.01042,],"(704,1098)",122.40915
21,"(837,1090)",23,"(874,1089)",37.01351,i,"(836,1105)",15.03330
2,"(38,812)",null,null,null,A,"(0,1037)",228.18633
5,"(59,348)",null,null,null,B,"(1,458)",124.35433
6,"(66,146)",null,null,null,I,"(18,16)",138.57850
10,"(255,882)",null,null,null,T,"(315,849)",68.47627
11,"(259,1031)",null,null,null,D,"(1,1081)",262.80030
12,"(361,37)",null,null,null,S,"(305,1)",66.57327
16,"(524,803)",null,null,null,Y,"(513,516)",287.21072
17,"(781,992)",null,null,null,b,"(772,984)",12.04159
20,"(832,998)",null,null,null,g,"(824,1016)",19.69772
22,"(866,663)",null,null,null,k,"(874,751)",88.36289
23,"(874,1089)",null,null,null,l,"(885,1045)",45.35416
24,"(875,203)",null,null,null,\,"(608,276)",276.79957
