Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
6,"(471,130)",8,"(562,89)",99.80982,T,"(291,290)",240.83189
7,"(539,12)",8,"(562,89)",80.36168,d,"(514,1)",27.31300
8,"(562,89)",9,"(615,91)",53.03772,null,null,null
1,"(25,749)",null,null,null,A,"(0,799)",55.90170
2,"(53,162)",null,null,null,B,"(1,382)",226.06194
3,"(80,1099)",null,null,null,C,"(1,979)",143.66976
4,"(83,20)",null,null,null,G,"(53,2)",34.98571
5,"(325,579)",null,null,null,K,"(91,448)",268.17345
10,"(631,504)",null,null,null,`,"(461,430)",185.40766
11,"(658,889)",null,null,null,^,"(392,874)",266.42260
12,"(851,336)",null,null,null,o,"(687,258)",181.60396
13,"(886,73)",null,null,null,|,"(902,36)",40.31129
