Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(132,874)",4,"(177,871)",45.09989,null,null,null
4,"(177,871)",5,"(193,942)",72.78049,null,null,null
5,"(193,942)",8,"(207,974)",34.92850,null,null,null
6,"(200,1039)",7,"(201,1084)",45.01111,F,"(178,1036)",22.20360
6,"(200,1039)",8,"(207,974)",65.37584,F,"(178,1036)",22.20360
10,"(544,1047)",12,"(551,1024)",24.04163,J,"(455,1019)",93.30059
11,"(548,911)",13,"(577,877)",44.68781,K,"(466,933)",84.89994
11,"(548,911)",14,"(580,855)",64.49806,K,"(466,933)",84.89994
13,"(577,877)",14,"(580,855)",22.20360,null,null,null
17,"(832,708)",18,"(840,688)",21.54066,null,null,null
17,"(832,708)",19,"(849,766)",60.44005,null,null,null
21,"(866,577)",22,"(867,498)",79.00633,null,null,null
1,"(33,126)",null,null,null,A,"(2,78)",57.14018
3,"(152,729)",null,null,null,D,"(150,694)",35.05710
7,"(201,1084)",null,null,null,C,"(133,1126)",79.92496
8,"(207,974)",null,null,null,H,"(233,977)",26.17250
9,"(331,248)",null,null,null,I,"(292,294)",60.30755
12,"(551,1024)",null,null,null,N,"(607,1001)",60.53924
14,"(580,855)",null,null,null,L,"(498,746)",136.40015
15,"(671,1090)",null,null,null,Q,"(653,1001)",90.80198
16,"(775,430)",null,null,null,M,"(603,472)",177.05366
19,"(849,766)",null,null,null,^,"(818,806)",50.60632
20,"(857,86)",null,null,null,O,"(618,86)",239.00000
22,"(867,498)",null,null,null,_,"(856,492)",12.52996
