Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
7,"(428,978)",8,"(487,935)",73.00685,null,null,null
8,"(487,935)",11,"(540,948)",54.57105,null,null,null
10,"(519,762)",13,"(600,800)",89.47067,F,"(480,752)",40.26164
11,"(540,948)",12,"(590,896)",72.13876,null,null,null
12,"(590,896)",13,"(600,800)",96.51943,J,"(649,871)",64.07808
14,"(693,753)",16,"(782,709)",99.28243,null,null,null
16,"(782,709)",17,"(792,695)",17.20465,X,"(830,771)",78.40918
1,"(39,127)",null,null,null,A,"(0,44)",91.70605
2,"(40,772)",null,null,null,C,"(34,772)",6.00000
5,"(223,979)",null,null,null,D,"(174,1126)",154.95161
6,"(328,271)",null,null,null,E,"(238,323)",103.94229
9,"(516,1064)",null,null,null,K,"(668,1103)",156.92355
15,"(755,442)",null,null,null,G,"(555,488)",205.22183
17,"(792,695)",null,null,null,[,"(856,699)",64.12488
18,"(826,49)",null,null,null,H,"(590,72)",237.11811
19,"(891,234)",null,null,null,S,"(804,235)",87.00575
