Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(29,121)",4,"(33,121)",4.00000,A,"(0,156)",45.45327
2,"(29,121)",7,"(119,171)",102.95630,A,"(0,156)",45.45327
4,"(33,121)",7,"(119,171)",99.47864,P,"(51,77)",47.53946
5,"(34,24)",6,"(33,32)",8.06226,L,"(10,12)",26.83282
7,"(119,171)",8,"(129,156)",18.02776,null,null,null
10,"(224,561)",12,"(249,588)",36.79674,N,"(28,646)",213.63754
14,"(361,606)",15,"(414,542)",83.09633,a,"(329,738)",135.82341
15,"(414,542)",16,"(416,470)",72.02777,null,null,null
15,"(414,542)",18,"(503,581)",97.16995,null,null,null
18,"(503,581)",20,"(537,525)",65.51336,null,null,null
18,"(503,581)",21,"(552,662)",94.66784,null,null,null
19,"(505,429)",20,"(537,525)",101.19289,i,"(463,450)",46.95743
20,"(537,525)",22,"(595,526)",58.00862,null,null,null
22,"(595,526)",25,"(664,573)",83.48653,null,null,null
23,"(638,158)",28,"(706,189)",74.73286,q,"(561,0)",175.76405
24,"(639,357)",27,"(681,376)",46.09772,null,null,null
24,"(639,357)",30,"(712,270)",113.56936,null,null,null
25,"(664,573)",31,"(718,511)",82.21922,null,null,null
25,"(664,573)",33,"(729,642)",94.79451,null,null,null
27,"(681,376)",29,"(712,361)",34.43835,null,null,null
27,"(681,376)",37,"(775,395)",95.90099,null,null,null
27,"(681,376)",32,"(720,474)",105.47512,null,null,null
28,"(706,189)",30,"(712,270)",81.22192,null,null,null
29,"(712,361)",37,"(775,395)",71.58911,{,"(709,338)",23.19483
30,"(712,270)",35,"(756,270)",44.00000,null,null,null
30,"(712,270)",43,"(797,302)",90.82401,null,null,null
31,"(718,511)",32,"(720,474)",37.05401,null,null,null
31,"(718,511)",38,"(783,536)",69.64194,null,null,null
31,"(718,511)",40,"(787,518)",69.35416,null,null,null
31,"(718,511)",36,"(772,475)",64.89992,null,null,null
32,"(720,474)",36,"(772,475)",52.00961,null,null,null
32,"(720,474)",41,"(789,448)",73.73602,null,null,null
33,"(729,642)",34,"(753,631)",26.40076,null,null,null
34,"(753,631)",38,"(783,536)",99.62429,null,null,null
35,"(756,270)",43,"(797,302)",52.00961,null,null,null
36,"(772,475)",41,"(789,448)",31.90611,null,null,null
36,"(772,475)",40,"(787,518)",45.54119,null,null,null
37,"(775,395)",44,"(799,371)",33.94113,null,null,null
37,"(775,395)",41,"(789,448)",54.81788,null,null,null
38,"(783,536)",40,"(787,518)",18.43909,null,null,null
38,"(783,536)",48,"(862,495)",89.00562,null,null,null
39,"(783,932)",42,"(792,856)",76.53104,|,"(797,944)",18.43909
40,"(787,518)",48,"(862,495)",78.44743,null,null,null
42,"(792,856)",45,"(855,840)",65.00000,null,null,null
43,"(797,302)",44,"(799,371)",69.02898,,"(878,307)",81.15417
47,"(859,201)",49,"(863,203)",4.47214,null,null,null
1,"(28,1104)",null,null,null,D,"(0,1009)",99.04040
3,"(29,429)",null,null,null,B,"(0,307)",125.39936
6,"(33,32)",null,null,null,H,"(4,67)",45.45327
8,"(129,156)",null,null,null,U,"(160,111)",54.64430
9,"(200,1000)",null,null,null,T,"(153,789)",216.17123
11,"(238,171)",null,null,null,\,"(271,247)",82.85530
12,"(249,588)",null,null,null,S,"(119,763)",218.00229
13,"(253,56)",null,null,null,V,"(167,2)",101.54802
16,"(416,470)",null,null,null,d,"(407,405)",65.62012
17,"(468,214)",null,null,null,e,"(409,324)",124.82388
21,"(552,662)",null,null,null,h,"(444,748)",138.05796
26,"(680,1110)",null,null,null,o,"(542,923)",232.40697
41,"(789,448)",null,null,null,~,"(820,453)",31.40064
44,"(799,371)",null,null,null,},"(816,380)",19.23538
45,"(855,840)",null,null,null,,"(863,793)",47.67599
46,"(858,627)",null,null,null,,"(879,727)",102.18121
48,"(862,495)",null,null,null,,"(864,499)",4.47214
49,"(863,203)",null,null,null,,"(901,188)",40.85340
50,"(888,45)",null,null,null,,"(898,4)",42.20190
