Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
6,"(119,1059)",7,"(119,1062)",3.00000,C,"(2,982)",140.06427
6,"(119,1059)",10,"(185,1090)",72.91776,C,"(2,982)",140.06427
6,"(119,1059)",9,"(182,1001)",85.63294,C,"(2,982)",140.06427
7,"(119,1062)",10,"(185,1090)",71.69379,K,"(78,1125)",75.16648
9,"(182,1001)",12,"(219,1006)",37.33631,null,null,null
9,"(182,1001)",11,"(190,947)",54.58938,null,null,null
9,"(182,1001)",15,"(240,987)",59.66574,null,null,null
9,"(182,1001)",13,"(228,1046)",64.35060,null,null,null
9,"(182,1001)",14,"(233,953)",70.03571,null,null,null
11,"(190,947)",14,"(233,953)",43.41659,Z,"(157,926)",39.11521
11,"(190,947)",15,"(240,987)",64.03124,Z,"(157,926)",39.11521
11,"(190,947)",12,"(219,1006)",65.74192,Z,"(157,926)",39.11521
12,"(219,1006)",15,"(240,987)",28.31960,null,null,null
12,"(219,1006)",13,"(228,1046)",41.00000,null,null,null
13,"(228,1046)",15,"(240,987)",60.20797,a,"(209,1067)",28.31960
14,"(233,953)",15,"(240,987)",34.71311,null,null,null
17,"(285,141)",18,"(285,167)",26.00000,o,"(281,138)",5.00000
17,"(285,141)",25,"(334,125)",51.54610,o,"(281,138)",5.00000
17,"(285,141)",21,"(327,172)",52.20153,o,"(281,138)",5.00000
18,"(285,167)",21,"(327,172)",42.29657,null,null,null
18,"(285,167)",19,"(286,222)",55.00909,null,null,null
19,"(286,222)",21,"(327,172)",64.66065,f,"(228,243)",61.68468
20,"(320,560)",23,"(332,495)",66.09841,m,"(263,644)",101.51355
21,"(327,172)",25,"(334,125)",47.51842,null,null,null
22,"(332,856)",24,"(332,897)",41.00000,null,null,null
22,"(332,856)",31,"(368,903)",59.20304,null,null,null
24,"(332,897)",31,"(368,903)",36.49658,null,null,null
24,"(332,897)",37,"(416,874)",87.09191,null,null,null
25,"(334,125)",27,"(341,99)",26.92582,null,null,null
25,"(334,125)",34,"(399,96)",71.17584,null,null,null
26,"(340,753)",36,"(406,761)",66.48308,g,"(235,725)",108.66922
27,"(341,99)",34,"(399,96)",58.07753,w,"(331,88)",14.86607
28,"(347,283)",30,"(365,330)",50.32892,k,"(250,336)",110.53506
28,"(347,283)",33,"(390,236)",63.70243,k,"(250,336)",110.53506
29,"(355,1003)",32,"(377,992)",24.59675,y,"(348,1067)",64.38167
31,"(368,903)",37,"(416,874)",56.08030,null,null,null
31,"(368,903)",32,"(377,992)",89.45390,null,null,null
32,"(377,992)",35,"(404,994)",27.07397,null,null,null
33,"(390,236)",41,"(430,268)",51.22499,null,null,null
33,"(390,236)",39,"(424,178)",67.23095,null,null,null
34,"(399,96)",39,"(424,178)",85.72631,null,null,null
