Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(29,23)",5,"(56,56)",42.63801,M,"(46,2)",27.01851
2,"(29,23)",3,"(34,82)",59.21149,M,"(46,2)",27.01851
3,"(34,82)",4,"(56,72)",24.16609,J,"(25,116)",35.17101
3,"(34,82)",5,"(56,56)",34.05877,J,"(25,116)",35.17101
4,"(56,72)",5,"(56,56)",16.00000,Q,"(72,85)",20.61553
6,"(60,187)",8,"(132,166)",75.00000,A,"(0,314)",140.45996
7,"(72,1086)",9,"(132,1086)",60.00000,C,"(0,999)",112.92918
9,"(132,1086)",12,"(197,999)",108.60018,X,"(237,1126)",112.36103
12,"(197,999)",14,"(269,1006)",72.33948,null,null,null
15,"(273,36)",21,"(349,80)",87.81799,_,"(277,18)",18.43909
16,"(321,380)",23,"(352,433)",61.40033,Y,"(242,386)",79.22752
16,"(321,380)",19,"(344,283)",99.68952,Y,"(242,386)",79.22752
18,"(343,233)",19,"(344,283)",50.01000,d,"(324,229)",19.41649
18,"(343,233)",22,"(349,135)",98.18350,d,"(324,229)",19.41649
20,"(347,515)",26,"(409,554)",73.24616,Z,"(246,522)",101.24228
20,"(347,515)",23,"(352,433)",82.15230,Z,"(246,522)",101.24228
21,"(349,80)",22,"(349,135)",55.00000,null,null,null
23,"(352,433)",25,"(393,429)",41.19466,null,null,null
25,"(393,429)",28,"(453,451)",63.90618,null,null,null
26,"(409,554)",29,"(460,515)",64.20280,null,null,null
26,"(409,554)",27,"(415,628)",74.24284,null,null,null
28,"(453,451)",29,"(460,515)",64.38167,null,null,null
31,"(563,387)",33,"(566,399)",12.36932,j,"(523,371)",43.08132
31,"(563,387)",38,"(607,351)",56.85068,j,"(523,371)",43.08132
33,"(566,399)",39,"(612,371)",53.85165,null,null,null
33,"(566,399)",36,"(597,479)",85.79627,null,null,null
34,"(587,598)",37,"(598,635)",38.60052,k,"(523,579)",66.76077
34,"(587,598)",40,"(619,553)",55.21775,k,"(523,579)",66.76077
35,"(597,504)",36,"(597,479)",25.00000,null,null,null
35,"(597,504)",40,"(619,553)",53.71220,null,null,null
36,"(597,479)",45,"(677,462)",81.78631,null,null,null
38,"(607,351)",39,"(612,371)",20.61553,null,null,null
39,"(612,371)",43,"(672,377)",60.29925,null,null,null
40,"(619,553)",44,"(674,552)",55.00909,null,null,null
42,"(640,995)",47,"(717,994)",77.00649,null,null,null
44,"(674,552)",49,"(722,622)",84.87638,null,null,null
44,"(674,552)",50,"(723,628)",90.42677,null,null,null
44,"(674,552)",45,"(677,462)",90.04999,null,null,null
46,"(696,173)",48,"(718,142)",38.01316,t,"(693,172)",3.16228
49,"(722,622)",50,"(723,628)",6.08276,null,null,null
51,"(752,736)",53,"(782,790)",61.77378,{,"(765,717)",23.02173
53,"(782,790)",58,"(873,755)",97.49872,null,null,null
54,"(825,46)",59,"(882,83)",67.95587,,"(830,71)",25.49510
56,"(841,634)",57,"(870,663)",41.01219,~,"(793,661)",55.07268
57,"(870,663)",58,"(873,755)",92.04890,,"(898,635)",39.59798
1,"(12,878)",null,null,null,F,"(2,865)",16.40122
8,"(132,166)",null,null,null,T,"(154,212)",50.99020
10,"(161,362)",null,null,null,B,"(0,542)",241.49741
13,"(199,841)",null,null,null,S,"(80,724)",166.88319
14,"(269,1006)",null,null,null,a,"(292,995)",25.49510
17,"(339,829)",null,null,null,c,"(320,832)",19.23538
19,"(344,283)",null,null,null,h,"(449,305)",107.28001
22,"(349,135)",null,null,null,b,"(305,163)",52.15362
24,"(366,1085)",null,null,null,f,"(379,1011)",75.13322
30,"(546,226)",null,null,null,l,"(550,247)",21.37756
32,"(564,862)",null,null,null,i,"(501,827)",72.06941
41,"(619,1101)",null,null,null,n,"(562,1126)",62.24147
43,"(672,377)",null,null,null,q,"(673,383)",6.08276
45,"(677,462)",null,null,null,u,"(705,451)",30.08322
47,"(717,994)",null,null,null,x,"(722,1002)",9.43398
52,"(753,311)",null,null,null,r,"(684,275)",77.82673
55,"(835,165)",null,null,null,,"(849,178)",19.10497
58,"(873,755)",null,null,null,,"(901,784)",40.31129
59,"(882,83)",null,null,null,,"(863,113)",35.51056
60,"(898,515)",null,null,null,,"(841,550)",66.88797
