Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(50,820)",2,"(50,876)",56.00000,B,"(2,764)",73.75636
1,"(50,820)",4,"(148,810)",98.50888,B,"(2,764)",73.75636
2,"(50,876)",3,"(132,948)",109.12378,A,"(0,944)",84.40379
5,"(641,922)",6,"(662,1004)",84.64632,K,"(480,1003)",180.22763
5,"(641,922)",8,"(677,825)",103.46497,K,"(480,1003)",180.22763
6,"(662,1004)",7,"(662,1067)",63.00000,null,null,null
7,"(662,1067)",10,"(712,1087)",53.85165,N,"(590,1118)",88.23265
8,"(677,825)",9,"(689,822)",12.36932,L,"(519,716)",191.95051
9,"(689,822)",12,"(764,763)",95.42536,null,null,null
3,"(132,948)",null,null,null,D,"(56,1126)",193.54586
4,"(148,810)",null,null,null,F,"(182,582)",230.52115
10,"(712,1087)",null,null,null,Q,"(756,1068)",47.92703
11,"(756,415)",null,null,null,E,"(165,130)",656.12956
13,"(854,81)",null,null,null,P,"(643,119)",214.39450
14,"(879,181)",null,null,null,W,"(900,294)",114.93476
15,"(880,880)",null,null,null,S,"(868,887)",13.89244
16,"(885,445)",null,null,null,V,"(899,465)",24.41311
