Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(6,633)",2,"(8,660)",27.07397,A,"(0,596)",37.48333
3,"(39,511)",6,"(103,494)",66.21933,null,null,null
4,"(76,1113)",5,"(78,1102)",11.18034,H,"(19,1126)",58.46366
6,"(103,494)",7,"(132,494)",29.00000,null,null,null
7,"(132,494)",12,"(185,588)",107.91200,null,null,null
8,"(151,71)",9,"(151,91)",20.00000,J,"(40,1)",131.22881
10,"(155,607)",12,"(185,588)",35.51056,R,"(123,606)",32.01562
11,"(158,242)",14,"(202,213)",52.69725,O,"(99,173)",90.78546
12,"(185,588)",16,"(235,593)",50.24938,null,null,null
13,"(192,386)",17,"(271,308)",111.01802,P,"(101,344)",100.22475
15,"(210,661)",16,"(235,593)",72.44998,null,null,null
17,"(271,308)",19,"(287,308)",16.00000,null,null,null
18,"(276,1098)",20,"(294,1056)",45.69464,U,"(244,1124)",41.23106
20,"(294,1056)",25,"(364,1056)",70.00000,null,null,null
20,"(294,1056)",21,"(314,961)",97.08244,null,null,null
21,"(314,961)",23,"(325,906)",56.08921,null,null,null
21,"(314,961)",25,"(364,1056)",107.35455,null,null,null
22,"(325,838)",24,"(359,777)",69.83552,null,null,null
22,"(325,838)",23,"(325,906)",68.00000,null,null,null
24,"(359,777)",30,"(452,753)",96.04686,Y,"(347,715)",63.15061
25,"(364,1056)",27,"(384,1077)",29.00000,null,null,null
26,"(368,554)",29,"(408,495)",71.28113,null,null,null
28,"(402,327)",34,"(501,274)",112.29426,Z,"(371,221)",110.44003
30,"(452,753)",31,"(469,771)",24.75884,null,null,null
30,"(452,753)",33,"(484,673)",86.16264,null,null,null
32,"(484,669)",33,"(484,673)",4.00000,null,null,null
32,"(484,669)",36,"(513,651)",34.13210,null,null,null
33,"(484,673)",36,"(513,651)",36.40055,null,null,null
34,"(501,274)",35,"(508,273)",7.07107,^,"(454,203)",85.14693
36,"(513,651)",38,"(526,601)",51.66237,`,"(564,687)",62.42596
37,"(526,547)",38,"(526,601)",54.00000,null,null,null
38,"(526,601)",39,"(611,627)",88.88757,null,null,null
39,"(611,627)",44,"(644,605)",39.66106,c,"(612,663)",36.01389
39,"(611,627)",46,"(664,556)",88.60023,c,"(612,663)",36.01389
41,"(620,1029)",42,"(626,1035)",8.48528,b,"(604,1028)",16.03122
41,"(620,1029)",43,"(634,979)",51.92302,b,"(604,1028)",16.03122
41,"(620,1029)",45,"(663,979)",65.94695,b,"(604,1028)",16.03122
42,"(626,1035)",43,"(634,979)",56.56854,j,"(645,1028)",20.24846
42,"(626,1035)",45,"(663,979)",67.11930,j,"(645,1028)",20.24846
43,"(634,979)",45,"(663,979)",29.00000,null,null,null
43,"(634,979)",49,"(703,968)",69.87131,null,null,null
44,"(644,605)",46,"(664,556)",52.92447,n,"(682,651)",59.66574
45,"(663,979)",49,"(703,968)",41.48494,l,"(663,992)",13.00000
47,"(672,197)",51,"(729,190)",57.42822,null,null,null
48,"(694,858)",50,"(717,903)",50.53712,h,"(639,808)",74.33034
49,"(703,968)",50,"(717,903)",66.49060,v,"(768,971)",65.06919
50,"(717,903)",54,"(783,864)",76.66159,null,null,null
52,"(737,68)",53,"(766,34)",44.68781,q,"(709,49)",33.83785
55,"(836,1095)",59,"(889,1103)",53.60037,null,null,null
55,"(836,1095)",56,"(847,1030)",65.92420,null,null,null
56,"(847,1030)",58,"(887,1028)",40.04997,y,"(814,996)",47.38143
2,"(8,660)",null,null,null,E,"(4,669)",9.84886
5,"(78,1102)",null,null,null,C,"(1,949)",171.28339
14,"(202,213)",null,null,null,W,"(337,136)",155.41557
23,"(325,906)",null,null,null,],"(413,929)",90.95603
27,"(384,1077)",null,null,null,[,"(387,1092)",15.29706
31,"(469,771)",null,null,null,_,"(467,776)",5.38516
40,"(611,939)",null,null,null,a,"(588,947)",24.35159
46,"(664,556)",null,null,null,,"(895,432)",262.17742
51,"(729,190)",null,null,null,,"(900,232)",176.08237
53,"(766,34)",null,null,null,s,"(746,17)",26.24881
54,"(783,864)",null,null,null,t,"(756,802)",67.62396
57,"(885,847)",null,null,null,z,"(853,834)",34.53983
58,"(887,1028)",null,null,null,,"(900,1045)",21.40093
59,"(889,1103)",null,null,null,,"(894,1119)",16.76305
