Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(68,258)",3,"(117,179)",92.96236,B,"(10,247)",59.03389
2,"(68,258)",4,"(122,179)",95.69221,B,"(10,247)",59.03389
3,"(117,179)",4,"(122,179)",5.00000,null,null,null
3,"(117,179)",5,"(136,132)",50.69517,null,null,null
4,"(122,179)",5,"(136,132)",49.04080,Q,"(231,247)",128.47179
6,"(143,498)",7,"(206,461)",73.06162,A,"(2,1061)",580.38780
12,"(515,431)",14,"(584,425)",69.26038,b,"(497,411)",26.90725
18,"(793,261)",19,"(876,300)",91.70605,o,"(757,394)",137.78607
1,"(22,451)",null,null,null,D,"(17,452)",5.09902
5,"(136,132)",null,null,null,C,"(11,47)",151.16216
7,"(206,461)",null,null,null,N,"(182,391)",74.00000
8,"(247,48)",null,null,null,P,"(203,74)",51.10773
9,"(317,492)",null,null,null,R,"(242,790)",307.29302
10,"(356,46)",null,null,null,[,"(364,7)",39.81206
11,"(472,229)",null,null,null,W,"(340,257)",134.93702
13,"(574,16)",null,null,null,g,"(559,3)",19.84943
15,"(668,283)",null,null,null,k,"(635,275)",33.95585
16,"(673,623)",null,null,null,u,"(864,548)",205.19747
17,"(684,786)",null,null,null,O,"(187,1076)",575.42072
19,"(876,300)",null,null,null,v,"(888,285)",19.20937
