Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(58,981)",null,null,null,A,"(1,760)",228.23234
2,"(82,1102)",null,null,null,H,"(119,1124)",43.04649
3,"(256,368)",null,null,null,C,"(3,165)",324.37324
4,"(431,420)",null,null,null,V,"(408,411)",24.69818
5,"(467,131)",null,null,null,L,"(228,130)",239.00209
6,"(472,681)",null,null,null,R,"(364,727)",117.38824
7,"(506,363)",null,null,null,Y,"(478,378)",31.76476
8,"(513,584)",null,null,null,`,"(553,573)",41.48494
9,"(533,1119)",null,null,null,Q,"(350,1042)",198.53967
10,"(709,375)",null,null,null,d,"(622,411)",94.15413
11,"(728,512)",null,null,null,g,"(703,517)",25.49510
12,"(736,1122)",null,null,null,h,"(723,1126)",13.60147
13,"(878,93)",null,null,null,s,"(889,77)",19.41649
14,"(882,710)",null,null,null,n,"(807,816)",129.84991
