Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
9,"(456,226)",10,"(481,226)",25.00000,Y,"(252,241)",204.55073
10,"(481,226)",13,"(570,201)",92.44458,null,null,null
11,"(507,591)",12,"(541,533)",67.23095,o,"(510,603)",12.36932
13,"(570,201)",15,"(620,156)",67.26812,null,null,null
15,"(620,156)",21,"(673,162)",53.33854,null,null,null
17,"(650,41)",19,"(672,39)",22.09072,null,null,null
17,"(650,41)",23,"(748,58)",99.46356,null,null,null
18,"(668,471)",22,"(695,542)",75.96052,null,null,null
19,"(672,39)",23,"(748,58)",78.33901,x,"(686,4)",37.69615
22,"(695,542)",25,"(777,506)",89.55445,w,"(667,559)",32.75668
24,"(765,371)",29,"(808,346)",49.73932,~,"(752,372)",13.03840
24,"(765,371)",27,"(794,460)",93.60556,~,"(752,372)",13.03840
25,"(777,506)",30,"(810,531)",41.40048,null,null,null
25,"(777,506)",27,"(794,460)",49.04080,null,null,null
26,"(780,891)",35,"(860,846)",91.78780,v,"(666,1126)",261.19150
27,"(794,460)",34,"(856,448)",63.15061,null,null,null
28,"(799,590)",30,"(810,531)",60.01666,},"(750,606)",51.54610
28,"(799,590)",31,"(832,655)",72.89719,},"(750,606)",51.54610
29,"(808,346)",33,"(848,258)",96.66437,null,null,null
30,"(810,531)",38,"(866,508)",60.53924,null,null,null
32,"(847,226)",33,"(848,258)",32.01562,,"(784,215)",63.95311
33,"(848,258)",40,"(887,340)",90.80198,null,null,null
34,"(856,448)",37,"(865,459)",14.21267,null,null,null
34,"(856,448)",38,"(866,508)",60.82763,null,null,null
36,"(865,69)",39,"(883,30)",42.95346,,"(846,77)",20.61553
37,"(865,459)",38,"(866,508)",49.01020,,"(901,466)",36.67424
1,"(18,44)",null,null,null,D,"(2,25)",24.83948
2,"(23,155)",null,null,null,A,"(1,186)",38.01316
3,"(24,925)",null,null,null,C,"(1,955)",37.80212
4,"(203,803)",null,null,null,H,"(54,687)",188.83061
5,"(241,27)",null,null,null,P,"(153,1)",91.76056
6,"(314,720)",null,null,null,K,"(85,500)",317.55472
7,"(394,53)",null,null,null,`,"(389,136)",83.15047
8,"(401,543)",null,null,null,V,"(239,408)",210.87674
14,"(570,705)",null,null,null,l,"(445,740)",129.80755
20,"(672,787)",null,null,null,n,"(493,1044)",313.19323
21,"(673,162)",null,null,null,y,"(717,123)",58.79626
23,"(748,58)",null,null,null,{,"(745,90)",32.14032
31,"(832,655)",null,null,null,,"(902,735)",106.30146
35,"(860,846)",null,null,null,,"(871,797)",50.21952
38,"(866,508)",null,null,null,,"(902,562)",64.89992
39,"(883,30)",null,null,null,,"(886,29)",3.16228
40,"(887,340)",null,null,null,,"(874,342)",13.15295
