Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(54,1044)",3,"(98,1074)",53.25411,F,"(3,951)",106.06602
2,"(56,469)",null,null,null,A,"(0,647)",186.60118
3,"(98,1074)",null,null,null,P,"(238,1126)",149.34524
4,"(315,40)",null,null,null,B,"(1,21)",314.57432
5,"(714,1109)",null,null,null,[,"(470,956)",288.00174
6,"(717,320)",null,null,null,\,"(493,297)",225.17771
7,"(736,92)",null,null,null,g,"(739,2)",90.04999
8,"(784,680)",null,null,null,X,"(457,623)",331.93072
9,"(857,874)",null,null,null,`,"(676,912)",184.94594
10,"(862,532)",null,null,null,m,"(844,577)",48.46648
