Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(71,228)",3,"(128,170)",81.32035,B,"(12,237)",59.68249
4,"(146,317)",7,"(208,245)",95.01579,N,"(165,353)",40.70626
5,"(156,490)",6,"(207,453)",63.00794,D,"(34,418)",141.66157
12,"(533,433)",14,"(577,433)",44.00000,e,"(525,424)",12.04159
15,"(674,275)",17,"(680,322)",47.38143,o,"(632,268)",42.57934
15,"(674,275)",19,"(693,207)",70.60453,o,"(632,268)",42.57934
17,"(680,322)",20,"(740,331)",60.67125,p,"(648,352)",43.86342
20,"(740,331)",21,"(789,261)",85.44589,y,"(894,479)",213.58839
1,"(58,1094)",null,null,null,A,"(1,1059)",66.88797
3,"(128,170)",null,null,null,C,"(28,41)",163.22071
7,"(208,245)",null,null,null,P,"(207,243)",2.23607
8,"(244,39)",null,null,null,R,"(242,10)",29.06888
9,"(322,491)",null,null,null,S,"(250,785)",302.68796
10,"(355,43)",null,null,null,Y,"(362,6)",37.65634
11,"(478,237)",null,null,null,`,"(459,247)",21.47091
13,"(571,16)",null,null,null,h,"(537,87)",78.72103
14,"(577,433)",null,null,null,m,"(597,401)",37.73592
16,"(679,625)",null,null,null,v,"(866,546)",203.00246
18,"(683,799)",null,null,null,_,"(457,844)",230.43654
19,"(693,207)",null,null,null,r,"(682,147)",61.00000
21,"(789,261)",null,null,null,x,"(891,341)",129.63024
22,"(872,75)",null,null,null,z,"(899,128)",59.48109
