Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
1,"(19,391)",null,null,null,B,"(4,407)",21.93171
2,"(63,983)",null,null,null,H,"(192,840)",192.58764
3,"(84,1110)",null,null,null,D,"(108,1125)",28.30194
4,"(135,182)",null,null,null,A,"(2,170)",133.54026
5,"(259,365)",null,null,null,I,"(198,408)",74.63243
6,"(466,133)",null,null,null,T,"(487,126)",22.13594
7,"(506,365)",null,null,null,R,"(423,453)",120.96694
8,"(512,590)",null,null,null,N,"(367,719)",194.07730
9,"(705,397)",null,null,null,c,"(875,375)",171.41762
10,"(725,512)",null,null,null,^,"(699,518)",26.68333
