Node1_ID,Coord1,Node2_ID,Coord2,Distance,End_point,E_Coord,E_Distance
2,"(29,120)",7,"(128,116)",99.08078,A,"(1,69)",58.18075
3,"(50,1057)",4,"(50,1096)",39.00000,F,"(12,1048)",39.05125
5,"(56,876)",6,"(56,827)",49.00000,H,"(23,897)",39.11521
12,"(588,202)",13,"(593,240)",38.32754,null,null,null
15,"(753,931)",22,"(824,979)",85.70298,Z,"(507,915)",246.51978
15,"(753,931)",18,"(791,866)",75.29276,Z,"(507,915)",246.51978
16,"(783,684)",21,"(818,779)",101.24228,`,"(827,661)",49.64877
18,"(791,866)",24,"(858,873)",67.36468,null,null,null
18,"(791,866)",21,"(818,779)",91.09336,null,null,null
20,"(797,254)",23,"(829,316)",69.77105,null,null,null
22,"(824,979)",25,"(859,925)",64.35060,null,null,null
24,"(858,873)",25,"(859,925)",52.00961,null,null,null
1,"(10,529)",null,null,null,B,"(1,510)",21.02380
4,"(50,1096)",null,null,null,G,"(16,1126)",45.34314
6,"(56,827)",null,null,null,E,"(9,791)",59.20304
7,"(128,116)",null,null,null,K,"(118,75)",42.20190
8,"(164,1104)",null,null,null,L,"(122,1126)",47.41308
9,"(218,575)",null,null,null,M,"(137,568)",81.30191
10,"(224,728)",null,null,null,Q,"(223,655)",73.00685
11,"(347,195)",null,null,null,U,"(261,139)",102.62553
13,"(593,240)",null,null,null,Y,"(495,465)",245.41597
14,"(671,686)",null,null,null,[,"(516,664)",156.55351
17,"(784,419)",null,null,null,^,"(682,513)",138.70833
19,"(792,1095)",null,null,null,c,"(868,1125)",81.70679
23,"(829,316)",null,null,null,d,"(872,314)",43.04649
25,"(859,925)",null,null,null,g,"(900,968)",59.41380
26,"(866,98)",null,null,null,f,"(894,8)",94.25497
